"transaction_id";"sender_account_id";"receiver_account_id";"transaction_amount";"transaction_type";"timestamp";"transaction_status";"fraud_flag";"geolocation";"device_used";"network_slice_id";"latency";"slice_bandwidth_mbps";"pin_code"
"TXN7938524187";"ACC54368";"ACC39408";594.59;"Transfer";"2025-01-17 10:52:00";"Success";"TRUE";"55.7558 N, -118.2437 W";"Mobile";"Slice3";19;182;4478
"TXN3907059390";"ACC92957";"ACC88670";827.28;"Transfer";"2025-01-17 10:03:00";"Failed";"TRUE";"51.5074 N, -118.2437 W";"Mobile";"Slice3";17;91;6015
"TXN8299674970";"ACC68128";"ACC30369";985.95;"Withdrawal";"2025-01-17 10:13:00";"Failed";"TRUE";"48.8566 N, 2.3522 W";"Desktop";"Slice3";10;196;9312
"TXN7343962419";"ACC85096";"ACC86376";854.53;"Withdrawal";"2025-01-17 10:47:00";"Success";"TRUE";"51.5074 N, 2.3522 W";"Mobile";"Slice1";8;204;7208
"TXN1560479237";"ACC90210";"ACC78955";99.09;"Deposit";"2025-01-17 10:57:00";"Success";"FALSE";"40.7128 N, 0.1278 W";"Desktop";"Slice2";19;220;9284
"TXN5092379896";"ACC51099";"ACC58882";420.86;"Deposit";"2025-01-17 10:46:00";"Success";"FALSE";"55.7558 N, 37.6173 W";"Mobile";"Slice3";6;68;8033
"TXN6843260624";"ACC51051";"ACC92100";292.99;"Withdrawal";"2025-01-17 10:55:00";"Success";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice2";10;93;2571
"TXN8489127084";"ACC68214";"ACC69691";996.89;"Withdrawal";"2025-01-17 10:05:00";"Success";"TRUE";"55.7558 N, 0.1278 W";"Desktop";"Slice3";9;143;2636
"TXN5880566258";"ACC66001";"ACC91457";476.97;"Transfer";"2025-01-17 10:05:00";"Success";"FALSE";"48.8566 N, 0.1278 W";"Mobile";"Slice2";6;112;1010
"TXN2413731893";"ACC49033";"ACC49745";241.5;"Deposit";"2025-01-17 10:42:00";"Success";"TRUE";"55.7558 N, 139.6917 W";"Mobile";"Slice2";18;64;9569
"TXN4537775371";"ACC23590";"ACC29213";463.4;"Deposit";"2025-01-17 10:39:00";"Success";"FALSE";"35.6895 N, -74.006 W";"Mobile";"Slice1";10;95;4777
"TXN9281433787";"ACC89865";"ACC80153";950.03;"Deposit";"2025-01-17 10:40:00";"Failed";"TRUE";"34.0522 N, 0.1278 W";"Mobile";"Slice2";11;104;1454
"TXN5874991898";"ACC67656";"ACC83670";499.71;"Transfer";"2025-01-17 10:21:00";"Failed";"TRUE";"51.5074 N, -74.006 W";"Mobile";"Slice1";3;127;6605
"TXN3291589485";"ACC85126";"ACC72358";978.12;"Deposit";"2025-01-17 10:24:00";"Failed";"TRUE";"40.7128 N, -74.006 W";"Mobile";"Slice3";16;178;8819
"TXN1349130936";"ACC61457";"ACC40460";692.55;"Deposit";"2025-01-17 10:21:00";"Failed";"TRUE";"55.7558 N, 139.6917 W";"Desktop";"Slice2";20;115;3465
"TXN8148340158";"ACC21753";"ACC20750";569.57;"Deposit";"2025-01-17 10:56:00";"Success";"FALSE";"55.7558 N, 2.3522 W";"Desktop";"Slice1";8;104;1761
"TXN9928470605";"ACC51910";"ACC64761";766.78;"Transfer";"2025-01-17 10:57:00";"Failed";"FALSE";"55.7558 N, 2.3522 W";"Desktop";"Slice3";19;241;2166
"TXN4624273975";"ACC24347";"ACC81604";287.89;"Deposit";"2025-01-17 10:37:00";"Failed";"TRUE";"35.6895 N, -118.2437 W";"Mobile";"Slice2";7;250;9131
"TXN7597097822";"ACC86387";"ACC40915";477.66;"Transfer";"2025-01-17 10:20:00";"Failed";"FALSE";"51.5074 N, 139.6917 W";"Desktop";"Slice1";9;55;6420
"TXN2915893387";"ACC49543";"ACC87457";895.62;"Transfer";"2025-01-17 10:25:00";"Failed";"FALSE";"48.8566 N, 0.1278 W";"Desktop";"Slice2";4;219;1727
"TXN4827977949";"ACC60988";"ACC50730";176.46;"Transfer";"2025-01-17 10:54:00";"Success";"TRUE";"34.0522 N, -118.2437 W";"Mobile";"Slice3";15;132;3365
"TXN6617448958";"ACC14377";"ACC64719";53.53;"Deposit";"2025-01-17 10:53:00";"Failed";"TRUE";"40.7128 N, -74.006 W";"Mobile";"Slice2";16;132;6480
"TXN6280767843";"ACC90421";"ACC28114";233.95;"Deposit";"2025-01-17 10:17:00";"Failed";"FALSE";"48.8566 N, 37.6173 W";"Desktop";"Slice1";13;178;4722
"TXN1536273608";"ACC96845";"ACC91092";599.56;"Deposit";"2025-01-17 10:23:00";"Failed";"TRUE";"35.6895 N, 37.6173 W";"Desktop";"Slice3";9;109;6970
"TXN3937314067";"ACC92362";"ACC12289";429.38;"Transfer";"2025-01-17 10:56:00";"Failed";"FALSE";"40.7128 N, -118.2437 W";"Desktop";"Slice1";14;230;7490
"TXN7452848702";"ACC88337";"ACC60532";892.35;"Transfer";"2025-01-17 10:07:00";"Success";"TRUE";"35.6895 N, -74.006 W";"Desktop";"Slice2";15;63;4402
"TXN1760011640";"ACC94252";"ACC77910";407.18;"Deposit";"2025-01-17 10:45:00";"Success";"FALSE";"34.0522 N, -74.006 W";"Desktop";"Slice3";8;143;7375
"TXN6811608436";"ACC60684";"ACC15125";530.77;"Transfer";"2025-01-17 10:20:00";"Failed";"TRUE";"51.5074 N, -118.2437 W";"Mobile";"Slice1";5;162;4154
"TXN8157291340";"ACC85639";"ACC80929";548.93;"Transfer";"2025-01-17 10:49:00";"Failed";"TRUE";"34.0522 N, 2.3522 W";"Mobile";"Slice2";11;88;3586
"TXN6948194620";"ACC36199";"ACC30649";934.63;"Deposit";"2025-01-17 10:11:00";"Failed";"FALSE";"51.5074 N, -118.2437 W";"Mobile";"Slice1";9;139;5860
"TXN3765488448";"ACC74791";"ACC19859";985.07;"Transfer";"2025-01-17 10:35:00";"Failed";"TRUE";"48.8566 N, 37.6173 W";"Desktop";"Slice3";15;132;6271
"TXN3634235632";"ACC70124";"ACC20440";256.07;"Withdrawal";"2025-01-17 10:25:00";"Failed";"FALSE";"51.5074 N, 0.1278 W";"Mobile";"Slice1";15;92;5287
"TXN6827741081";"ACC40276";"ACC13338";97.22;"Withdrawal";"2025-01-17 10:55:00";"Failed";"FALSE";"55.7558 N, 139.6917 W";"Mobile";"Slice2";11;242;6796
"TXN7760115770";"ACC82828";"ACC36212";474.4;"Transfer";"2025-01-17 10:26:00";"Failed";"FALSE";"48.8566 N, 0.1278 W";"Desktop";"Slice1";3;89;3008
"TXN2349552755";"ACC20603";"ACC64354";63.23;"Transfer";"2025-01-17 10:52:00";"Success";"FALSE";"35.6895 N, 139.6917 W";"Mobile";"Slice3";18;224;8122
"TXN5544938025";"ACC60930";"ACC55417";806.29;"Deposit";"2025-01-17 10:24:00";"Failed";"TRUE";"35.6895 N, 0.1278 W";"Desktop";"Slice2";4;100;3358
"TXN1987186978";"ACC11072";"ACC37746";201.5;"Transfer";"2025-01-17 10:11:00";"Failed";"FALSE";"55.7558 N, 2.3522 W";"Mobile";"Slice1";17;126;5917
"TXN6111915454";"ACC46679";"ACC27556";128.78;"Transfer";"2025-01-17 10:30:00";"Success";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice3";9;183;5305
"TXN5332044415";"ACC76092";"ACC29666";439.79;"Withdrawal";"2025-01-17 10:06:00";"Success";"TRUE";"51.5074 N, -118.2437 W";"Desktop";"Slice3";6;74;2470
"TXN2643911906";"ACC42513";"ACC94355";483.75;"Deposit";"2025-01-17 10:39:00";"Success";"TRUE";"35.6895 N, 37.6173 W";"Mobile";"Slice3";11;91;9229
"TXN8620085823";"ACC39090";"ACC49458";678.01;"Transfer";"2025-01-17 10:06:00";"Failed";"FALSE";"51.5074 N, 2.3522 W";"Mobile";"Slice2";16;234;3507
"TXN4548697356";"ACC77920";"ACC10329";597.43;"Transfer";"2025-01-17 10:40:00";"Failed";"FALSE";"55.7558 N, 2.3522 W";"Desktop";"Slice2";10;87;1076
"TXN3005575371";"ACC41096";"ACC27545";919.33;"Transfer";"2025-01-17 10:30:00";"Failed";"FALSE";"40.7128 N, -74.006 W";"Mobile";"Slice1";12;112;6496
"TXN2013712439";"ACC70445";"ACC79951";229.96;"Transfer";"2025-01-17 10:11:00";"Success";"FALSE";"34.0522 N, -74.006 W";"Desktop";"Slice3";6;215;5333
"TXN1586213339";"ACC93764";"ACC33894";951.98;"Transfer";"2025-01-17 10:07:00";"Failed";"FALSE";"48.8566 N, 2.3522 W";"Mobile";"Slice2";7;79;2818
"TXN4702742989";"ACC60516";"ACC31378";822.01;"Deposit";"2025-01-17 10:05:00";"Success";"TRUE";"55.7558 N, 139.6917 W";"Desktop";"Slice2";14;225;3222
"TXN7957686611";"ACC38995";"ACC74535";160.0;"Transfer";"2025-01-17 10:09:00";"Success";"FALSE";"48.8566 N, 139.6917 W";"Desktop";"Slice1";4;249;1104
"TXN2478085562";"ACC50602";"ACC23555";832.4;"Transfer";"2025-01-17 10:13:00";"Failed";"FALSE";"34.0522 N, 139.6917 W";"Mobile";"Slice3";17;50;5005
"TXN9326625381";"ACC28204";"ACC97616";654.74;"Transfer";"2025-01-17 10:29:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Mobile";"Slice2";5;117;9953
"TXN3238274353";"ACC78774";"ACC16571";280.59;"Deposit";"2025-01-17 10:38:00";"Success";"FALSE";"51.5074 N, 2.3522 W";"Desktop";"Slice2";13;94;9132
"TXN3309554973";"ACC31641";"ACC89448";417.93;"Withdrawal";"2025-01-17 10:39:00";"Success";"FALSE";"55.7558 N, 37.6173 W";"Mobile";"Slice1";11;54;4543
"TXN8503880040";"ACC25310";"ACC62373";775.27;"Transfer";"2025-01-17 10:21:00";"Success";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice1";15;55;2102
"TXN8622771982";"ACC82285";"ACC37850";407.35;"Withdrawal";"2025-01-17 10:46:00";"Failed";"TRUE";"48.8566 N, 139.6917 W";"Desktop";"Slice3";8;61;8005
"TXN9831119424";"ACC72956";"ACC76225";662.75;"Withdrawal";"2025-01-17 10:56:00";"Success";"FALSE";"51.5074 N, 0.1278 W";"Desktop";"Slice3";20;137;6912
"TXN8058810575";"ACC72602";"ACC81316";269.99;"Withdrawal";"2025-01-17 10:16:00";"Success";"FALSE";"51.5074 N, 37.6173 W";"Mobile";"Slice3";18;111;4312
"TXN5244246982";"ACC96030";"ACC68425";380.22;"Deposit";"2025-01-17 10:51:00";"Success";"TRUE";"34.0522 N, 2.3522 W";"Mobile";"Slice1";6;141;8896
"TXN1214214618";"ACC73255";"ACC16562";117.67;"Withdrawal";"2025-01-17 10:24:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Desktop";"Slice3";17;167;3182
"TXN9329992317";"ACC32059";"ACC62896";693.77;"Deposit";"2025-01-17 10:22:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice2";7;248;1986
"TXN3559474519";"ACC95922";"ACC88691";91.57;"Deposit";"2025-01-17 10:55:00";"Success";"FALSE";"51.5074 N, 0.1278 W";"Mobile";"Slice3";17;210;4339
"TXN9205676914";"ACC99891";"ACC18193";798.88;"Transfer";"2025-01-17 10:32:00";"Success";"FALSE";"48.8566 N, 139.6917 W";"Mobile";"Slice1";20;105;9100
"TXN9089466769";"ACC67630";"ACC31727";94.08;"Withdrawal";"2025-01-17 10:06:00";"Failed";"TRUE";"34.0522 N, -118.2437 W";"Desktop";"Slice3";17;134;3967
"TXN1525947631";"ACC88611";"ACC17504";129.36;"Withdrawal";"2025-01-17 10:47:00";"Failed";"FALSE";"40.7128 N, -118.2437 W";"Mobile";"Slice1";18;167;6972
"TXN2967565010";"ACC52765";"ACC17647";320.15;"Deposit";"2025-01-17 10:39:00";"Success";"FALSE";"40.7128 N, 0.1278 W";"Mobile";"Slice1";14;90;5636
"TXN3831013249";"ACC74018";"ACC41258";628.16;"Deposit";"2025-01-17 10:02:00";"Failed";"FALSE";"40.7128 N, 0.1278 W";"Mobile";"Slice2";6;62;1592
"TXN8479002355";"ACC34645";"ACC59787";312.62;"Withdrawal";"2025-01-17 10:47:00";"Success";"FALSE";"51.5074 N, 139.6917 W";"Desktop";"Slice3";17;135;6726
"TXN8781462679";"ACC32307";"ACC28376";594.88;"Transfer";"2025-01-17 10:57:00";"Success";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice2";13;71;8755
"TXN1777850076";"ACC32679";"ACC81450";466.07;"Transfer";"2025-01-17 10:11:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Desktop";"Slice2";15;239;5419
"TXN2044765741";"ACC78879";"ACC14470";485.51;"Deposit";"2025-01-17 10:53:00";"Success";"TRUE";"40.7128 N, -74.006 W";"Mobile";"Slice3";15;120;2709
"TXN8262818336";"ACC52547";"ACC63134";391.02;"Transfer";"2025-01-17 10:44:00";"Success";"TRUE";"34.0522 N, 0.1278 W";"Mobile";"Slice2";9;192;9932
"TXN9296634856";"ACC63853";"ACC63130";134.07;"Withdrawal";"2025-01-17 10:58:00";"Failed";"TRUE";"48.8566 N, 37.6173 W";"Mobile";"Slice2";8;243;4711
"TXN4416733764";"ACC25311";"ACC52411";420.97;"Deposit";"2025-01-17 10:50:00";"Success";"TRUE";"48.8566 N, -74.006 W";"Desktop";"Slice1";15;153;6988
"TXN4715125973";"ACC26336";"ACC12865";224.14;"Transfer";"2025-01-17 10:24:00";"Success";"FALSE";"40.7128 N, 0.1278 W";"Mobile";"Slice1";18;213;4260
"TXN5402872631";"ACC10398";"ACC13115";555.97;"Transfer";"2025-01-17 10:22:00";"Success";"TRUE";"48.8566 N, -74.006 W";"Mobile";"Slice1";4;214;7420
"TXN8058414110";"ACC96309";"ACC33210";319.68;"Deposit";"2025-01-17 10:36:00";"Failed";"TRUE";"55.7558 N, 0.1278 W";"Mobile";"Slice3";7;166;4291
"TXN1804188246";"ACC70325";"ACC90820";978.39;"Deposit";"2025-01-17 10:55:00";"Success";"FALSE";"51.5074 N, 2.3522 W";"Desktop";"Slice3";7;210;8025
"TXN6256269209";"ACC19011";"ACC25721";894.94;"Transfer";"2025-01-17 10:49:00";"Success";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice2";10;177;3779
"TXN9644247673";"ACC94820";"ACC64337";260.21;"Withdrawal";"2025-01-17 10:09:00";"Success";"FALSE";"35.6895 N, -118.2437 W";"Desktop";"Slice2";18;227;4087
"TXN4038631801";"ACC97742";"ACC36014";349.61;"Transfer";"2025-01-17 10:06:00";"Failed";"TRUE";"48.8566 N, 37.6173 W";"Mobile";"Slice1";19;176;5797
"TXN3710024296";"ACC13717";"ACC77116";259.0;"Withdrawal";"2025-01-17 10:33:00";"Success";"FALSE";"48.8566 N, 0.1278 W";"Desktop";"Slice2";11;174;1652
"TXN6322314609";"ACC20729";"ACC41588";102.81;"Transfer";"2025-01-17 10:51:00";"Success";"FALSE";"51.5074 N, 2.3522 W";"Mobile";"Slice1";5;91;1249
"TXN2046870073";"ACC52631";"ACC87532";396.54;"Withdrawal";"2025-01-17 10:55:00";"Success";"FALSE";"48.8566 N, 2.3522 W";"Mobile";"Slice1";12;77;7218
"TXN5078779271";"ACC40213";"ACC90437";794.73;"Deposit";"2025-01-17 10:22:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Mobile";"Slice2";8;221;5609
"TXN8956956973";"ACC37317";"ACC49961";88.64;"Withdrawal";"2025-01-17 10:25:00";"Failed";"TRUE";"34.0522 N, -118.2437 W";"Mobile";"Slice3";19;127;8400
"TXN1183529701";"ACC88880";"ACC90819";890.83;"Withdrawal";"2025-01-17 10:57:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Desktop";"Slice3";3;117;4478
"TXN6844399702";"ACC80355";"ACC18439";766.93;"Withdrawal";"2025-01-17 10:18:00";"Failed";"TRUE";"35.6895 N, -118.2437 W";"Mobile";"Slice1";5;158;6454
"TXN9753006039";"ACC68822";"ACC16251";350.01;"Withdrawal";"2025-01-17 10:05:00";"Failed";"FALSE";"40.7128 N, -118.2437 W";"Mobile";"Slice3";7;166;6753
"TXN9155119110";"ACC50413";"ACC36346";116.93;"Withdrawal";"2025-01-17 10:14:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Mobile";"Slice3";13;52;2635
"TXN3215135557";"ACC52777";"ACC69706";263.79;"Transfer";"2025-01-17 10:10:00";"Failed";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice2";14;194;2018
"TXN2294957204";"ACC73260";"ACC33563";597.89;"Withdrawal";"2025-01-17 10:59:00";"Failed";"TRUE";"55.7558 N, 139.6917 W";"Mobile";"Slice1";17;147;6023
"TXN5515093118";"ACC90096";"ACC86295";275.18;"Transfer";"2025-01-17 10:42:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice2";14;232;4931
"TXN5955230998";"ACC41859";"ACC76935";337.39;"Deposit";"2025-01-17 10:45:00";"Failed";"FALSE";"40.7128 N, 2.3522 W";"Mobile";"Slice1";10;169;7158
"TXN7683609463";"ACC34002";"ACC28087";152.01;"Withdrawal";"2025-01-17 10:48:00";"Failed";"TRUE";"51.5074 N, -118.2437 W";"Desktop";"Slice1";12;204;2174
"TXN9272395195";"ACC32275";"ACC71363";523.92;"Transfer";"2025-01-17 10:11:00";"Failed";"TRUE";"48.8566 N, 139.6917 W";"Mobile";"Slice1";15;66;4111
"TXN5693088212";"ACC42629";"ACC27937";159.86;"Deposit";"2025-01-17 10:50:00";"Success";"TRUE";"48.8566 N, -118.2437 W";"Desktop";"Slice2";6;207;3588
"TXN1895509653";"ACC26148";"ACC50497";977.23;"Deposit";"2025-01-17 10:59:00";"Success";"TRUE";"51.5074 N, 37.6173 W";"Mobile";"Slice1";3;166;9861
"TXN4864313140";"ACC92864";"ACC70845";113.55;"Withdrawal";"2025-01-17 10:54:00";"Failed";"FALSE";"51.5074 N, 139.6917 W";"Mobile";"Slice2";4;217;5677
"TXN4717279150";"ACC26092";"ACC16514";420.94;"Withdrawal";"2025-01-17 10:53:00";"Success";"TRUE";"51.5074 N, -118.2437 W";"Desktop";"Slice1";19;169;2240
"TXN2144060017";"ACC67900";"ACC32304";268.65;"Transfer";"2025-01-17 10:47:00";"Success";"TRUE";"35.6895 N, 37.6173 W";"Desktop";"Slice2";5;152;2143
"TXN3506993682";"ACC78750";"ACC36439";897.39;"Deposit";"2025-01-17 10:07:00";"Failed";"TRUE";"48.8566 N, -118.2437 W";"Mobile";"Slice3";9;208;4689
"TXN4445805450";"ACC71350";"ACC83566";543.02;"Deposit";"2025-01-17 10:23:00";"Failed";"FALSE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";19;207;7039
"TXN6234566048";"ACC69741";"ACC64983";615.92;"Deposit";"2025-01-17 10:36:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Desktop";"Slice3";6;138;9501
"TXN7967055596";"ACC75603";"ACC32073";783.76;"Withdrawal";"2025-01-17 10:56:00";"Failed";"TRUE";"40.7128 N, 0.1278 W";"Desktop";"Slice2";19;95;4885
"TXN8149798658";"ACC51762";"ACC51094";69.26;"Withdrawal";"2025-01-17 10:10:00";"Failed";"FALSE";"55.7558 N, 2.3522 W";"Mobile";"Slice1";9;89;3020
"TXN3866221574";"ACC24246";"ACC83779";649.53;"Transfer";"2025-01-17 10:13:00";"Failed";"FALSE";"48.8566 N, -74.006 W";"Mobile";"Slice3";10;132;3718
"TXN7074825756";"ACC80128";"ACC82248";893.51;"Deposit";"2025-01-17 10:01:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Desktop";"Slice3";19;205;1510
"TXN1264483408";"ACC92615";"ACC20606";978.2;"Deposit";"2025-01-17 10:05:00";"Failed";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice3";11;91;7541
"TXN6559269684";"ACC19685";"ACC72460";121.48;"Transfer";"2025-01-17 10:57:00";"Success";"FALSE";"55.7558 N, 139.6917 W";"Desktop";"Slice2";9;173;3254
"TXN5264915932";"ACC94323";"ACC61092";614.72;"Withdrawal";"2025-01-17 10:01:00";"Success";"FALSE";"34.0522 N, 139.6917 W";"Desktop";"Slice2";19;247;1881
"TXN2571649134";"ACC30528";"ACC36351";807.82;"Deposit";"2025-01-17 10:08:00";"Success";"TRUE";"55.7558 N, -74.006 W";"Desktop";"Slice1";11;76;4886
"TXN4168078707";"ACC66726";"ACC28270";567.4;"Deposit";"2025-01-17 10:05:00";"Success";"TRUE";"48.8566 N, -118.2437 W";"Desktop";"Slice3";19;128;3751
"TXN8990079335";"ACC97560";"ACC37375";892.61;"Deposit";"2025-01-17 10:36:00";"Success";"FALSE";"55.7558 N, 0.1278 W";"Mobile";"Slice3";14;101;3448
"TXN4521283693";"ACC91378";"ACC54434";633.35;"Deposit";"2025-01-17 11:00:00";"Failed";"FALSE";"40.7128 N, 0.1278 W";"Desktop";"Slice1";18;126;7132
"TXN1398097487";"ACC99684";"ACC66040";746.64;"Deposit";"2025-01-17 10:51:00";"Success";"TRUE";"40.7128 N, -118.2437 W";"Mobile";"Slice1";7;187;3218
"TXN8373322501";"ACC83947";"ACC42631";528.35;"Withdrawal";"2025-01-17 10:09:00";"Success";"FALSE";"55.7558 N, 139.6917 W";"Desktop";"Slice3";16;174;9819
"TXN4905953142";"ACC86519";"ACC44726";624.86;"Withdrawal";"2025-01-17 10:35:00";"Failed";"FALSE";"48.8566 N, 37.6173 W";"Mobile";"Slice1";17;214;4586
"TXN4933949135";"ACC43784";"ACC35641";535.09;"Deposit";"2025-01-17 10:44:00";"Failed";"FALSE";"51.5074 N, 139.6917 W";"Mobile";"Slice2";19;191;7667
"TXN1428054922";"ACC82828";"ACC77176";668.52;"Deposit";"2025-01-17 10:05:00";"Failed";"FALSE";"55.7558 N, 2.3522 W";"Mobile";"Slice1";15;151;5814
"TXN3264969836";"ACC85810";"ACC97228";487.74;"Transfer";"2025-01-17 10:40:00";"Success";"TRUE";"55.7558 N, 37.6173 W";"Mobile";"Slice3";6;204;5413
"TXN8730102843";"ACC80637";"ACC10646";215.42;"Deposit";"2025-01-17 10:13:00";"Success";"FALSE";"40.7128 N, 2.3522 W";"Desktop";"Slice2";14;172;7594
"TXN2498617562";"ACC70544";"ACC22763";786.57;"Transfer";"2025-01-17 10:23:00";"Success";"TRUE";"51.5074 N, 2.3522 W";"Mobile";"Slice1";9;82;3996
"TXN6622880955";"ACC73505";"ACC41835";396.08;"Transfer";"2025-01-17 10:23:00";"Failed";"TRUE";"34.0522 N, 0.1278 W";"Mobile";"Slice2";11;153;2898
"TXN1889402287";"ACC97828";"ACC93951";714.58;"Transfer";"2025-01-17 10:55:00";"Success";"FALSE";"35.6895 N, 0.1278 W";"Mobile";"Slice2";4;112;8671
"TXN4190406320";"ACC19348";"ACC46748";643.4;"Transfer";"2025-01-17 10:56:00";"Success";"FALSE";"55.7558 N, -118.2437 W";"Desktop";"Slice2";3;98;5305
"TXN5423422909";"ACC96725";"ACC59742";971.32;"Withdrawal";"2025-01-17 10:47:00";"Success";"FALSE";"40.7128 N, 2.3522 W";"Desktop";"Slice1";4;105;8090
"TXN8130580934";"ACC29795";"ACC77438";155.79;"Deposit";"2025-01-17 10:24:00";"Failed";"TRUE";"34.0522 N, -118.2437 W";"Mobile";"Slice2";11;192;5865
"TXN4627141841";"ACC87313";"ACC58959";337.59;"Transfer";"2025-01-17 10:06:00";"Success";"FALSE";"51.5074 N, 2.3522 W";"Mobile";"Slice2";19;124;7814
"TXN7937750067";"ACC26501";"ACC19142";540.97;"Transfer";"2025-01-17 10:15:00";"Failed";"TRUE";"55.7558 N, 2.3522 W";"Desktop";"Slice2";10;218;6257
"TXN8577286135";"ACC46443";"ACC59429";511.0;"Withdrawal";"2025-01-17 10:21:00";"Failed";"FALSE";"34.0522 N, -118.2437 W";"Mobile";"Slice3";17;248;1759
"TXN1685334204";"ACC78888";"ACC97477";364.2;"Withdrawal";"2025-01-17 10:17:00";"Success";"FALSE";"35.6895 N, 2.3522 W";"Mobile";"Slice3";12;169;3057
"TXN7466999126";"ACC25572";"ACC90703";364.83;"Deposit";"2025-01-17 10:29:00";"Failed";"TRUE";"34.0522 N, 2.3522 W";"Mobile";"Slice2";18;130;4725
"TXN5090978131";"ACC10108";"ACC93985";236.8;"Transfer";"2025-01-17 10:04:00";"Success";"FALSE";"35.6895 N, 37.6173 W";"Desktop";"Slice1";14;81;5555
"TXN1473484512";"ACC79935";"ACC87619";937.09;"Deposit";"2025-01-17 10:34:00";"Success";"FALSE";"35.6895 N, 139.6917 W";"Desktop";"Slice3";18;248;4347
"TXN9598663738";"ACC23360";"ACC80434";892.08;"Withdrawal";"2025-01-17 10:29:00";"Success";"TRUE";"51.5074 N, 139.6917 W";"Desktop";"Slice2";5;181;6308
"TXN1875086020";"ACC99006";"ACC20011";737.44;"Withdrawal";"2025-01-17 10:53:00";"Success";"FALSE";"55.7558 N, -118.2437 W";"Mobile";"Slice2";7;171;7764
"TXN6457249658";"ACC13820";"ACC22675";498.23;"Deposit";"2025-01-17 10:54:00";"Failed";"FALSE";"55.7558 N, 37.6173 W";"Desktop";"Slice3";14;175;6182
"TXN1042740208";"ACC44135";"ACC93631";395.37;"Transfer";"2025-01-17 10:01:00";"Success";"FALSE";"48.8566 N, 0.1278 W";"Desktop";"Slice2";13;245;7216
"TXN9407033145";"ACC54419";"ACC37965";160.93;"Transfer";"2025-01-17 10:05:00";"Failed";"FALSE";"35.6895 N, -118.2437 W";"Mobile";"Slice1";10;108;8753
"TXN9758276810";"ACC42292";"ACC46336";645.72;"Deposit";"2025-01-17 10:52:00";"Success";"TRUE";"40.7128 N, -74.006 W";"Desktop";"Slice2";15;175;5326
"TXN3992981513";"ACC61600";"ACC42975";914.39;"Transfer";"2025-01-17 10:05:00";"Failed";"TRUE";"40.7128 N, -118.2437 W";"Mobile";"Slice3";7;229;8919
"TXN5725214404";"ACC30050";"ACC22352";171.75;"Deposit";"2025-01-17 10:51:00";"Failed";"FALSE";"55.7558 N, 0.1278 W";"Mobile";"Slice3";20;221;1949
"TXN2584988889";"ACC60207";"ACC17005";948.68;"Withdrawal";"2025-01-17 10:36:00";"Failed";"TRUE";"40.7128 N, 37.6173 W";"Desktop";"Slice1";17;97;9870
"TXN3213179630";"ACC63547";"ACC22247";861.73;"Withdrawal";"2025-01-17 10:27:00";"Success";"FALSE";"40.7128 N, -118.2437 W";"Desktop";"Slice2";8;99;7508
"TXN3517372456";"ACC70412";"ACC83087";478.3;"Withdrawal";"2025-01-17 10:42:00";"Failed";"FALSE";"55.7558 N, 37.6173 W";"Mobile";"Slice1";8;99;1179
"TXN1506358242";"ACC82897";"ACC61397";741.61;"Transfer";"2025-01-17 10:01:00";"Success";"FALSE";"55.7558 N, -74.006 W";"Mobile";"Slice3";12;58;7171
"TXN2056037159";"ACC50236";"ACC84271";922.96;"Withdrawal";"2025-01-17 10:21:00";"Failed";"TRUE";"40.7128 N, -118.2437 W";"Desktop";"Slice2";5;212;4095
"TXN7318070182";"ACC33979";"ACC39144";672.07;"Transfer";"2025-01-17 10:30:00";"Failed";"FALSE";"40.7128 N, -118.2437 W";"Desktop";"Slice2";4;74;1786
"TXN1261240074";"ACC90621";"ACC33562";890.4;"Withdrawal";"2025-01-17 10:18:00";"Success";"TRUE";"51.5074 N, -118.2437 W";"Desktop";"Slice2";19;143;8809
"TXN1879342618";"ACC77551";"ACC64850";953.94;"Withdrawal";"2025-01-17 10:34:00";"Failed";"FALSE";"34.0522 N, -118.2437 W";"Mobile";"Slice1";3;145;1517
"TXN9862425974";"ACC40717";"ACC54938";608.07;"Transfer";"2025-01-17 10:47:00";"Success";"FALSE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";13;223;9231
